陕西V6,#genre#
上海卫视 8M,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001028/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
上海卫视 13M,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001336/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
深圳卫视 8M,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001029/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
深圳卫视 13M,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001342/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
黑龙江卫视 8M,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001030/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
黑龙江卫视 8M,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001274/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
黑龙江卫视 13M,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001338/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
广东卫视 8M,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001031/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
广东卫视 13M,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001337/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
江苏卫视 8M,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001032/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
江苏卫视 13M,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001344/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
山东卫视 3M,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001276/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
山东卫视 13M,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001341/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
辽宁卫视 8M,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001296/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
辽宁卫视 13M,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001340/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
安徽卫视 8M,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001298/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
安徽卫视 13M,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001346/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
湖北卫视 3M,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001299/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
湖北卫视 13M,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001347/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
天津卫视 13M,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001343/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
重庆卫视 3M,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001297/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
北京纪实 3M,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001329/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
上海纪实人文 3M,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001330/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
金鹰纪实 8M,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001699/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
都市剧场 8M,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002108/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
欢笑剧场4K 13M,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002156/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
乐游 8M,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002157/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
快乐垂钓 8M,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002264/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
游戏风云 8M,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002295/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
茶频道 8M,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002305/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
金色学堂 8M,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002675/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
精彩综艺 3M,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001273/index.m3u8?virtualDomain=yinhe.live_hls.zte.com



甘肃V6,#genre#
CCTV1,http://[2409:8087:74F1:0021::0009]:80/270000001322/69900158041111100000002133/1.m3u8
CCTV1,http://[2409:8087:74F1:0021::0009]:80/270000001111/1110000202/index.m3u8?IASHttpSessionId=OTT
CCTV1,http://[2409:8087:74F1:0021::0009]:80/270000001111/1110000301/index.m3u8?IASHttpSessionId=OTT
CCTV2,http://[2409:8087:74F1:0021::0009]:80/270000001322/69900158041111100000002135/1.m3u8
CCTV2,http://[2409:8087:74F1:0021::0009]:80/270000001111/1110000302/index.m3u8?IASHttpSessionId=OTT
CCTV3,http://[2409:8087:74F1:0021::0009]:80/270000001111/1110000303/index.m3u8?IASHttpSessionId=OTT
CCTV5+,http://[2409:8087:74F1:0021::0009]:80/270000001322/69900158041111100000002139/1.m3u8
CCTV5+,http://[2409:8087:74F1:0021::0009]:80/270000001111/1110000306/index.m3u8?IASHttpSessionId=OTT
CCTV5,http://[2409:8087:74F1:0021::0009]:80/270000001111/1110000305/index.m3u8?IASHttpSessionId=OTT
CCTV6,http://[2409:8087:74F1:0021::0009]:80/270000001111/1110000307/index.m3u8?IASHttpSessionId=OTT
CCTV8,http://[2409:8087:74F1:0021::0009]:80/270000001111/1110000309/index.m3u8?IASHttpSessionId=OTT
CCTV9,http://[2409:8087:74F1:0021::0009]:80/270000001322/69900158041111100000002144/1.m3u8
CCTV10,http://[2409:8087:74F1:0021::0009]:80/270000001322/69900158041111100000002146/1.m3u8
CCTV12,http://[2409:8087:74F1:0021::0009]:80/270000001322/69900158041111100000002147/1.m3u8
CCTV13,http://[2409:8087:74F1:0021::0009]:80/270000001111/1110000314/index.m3u8?IASHttpSessionId=OTT
CCTV14,http://[2409:8087:74F1:0021::0009]:80/270000001322/69900158041111100000002148/1.m3u8
CCTV17,http://[2409:8087:74F1:0021::0009]:80/270000001111/1110000391/index.m3u8?IASHttpSessionId=OTT
东方卫视,http://[2409:8087:74F1:0021::0009]:80/270000001322/69900158041111100000002207/1.m3u8
北京卫视,http://[2409:8087:74F1:0021::0009]:80/270000001322/69900158041111100000002145/1.m3u8
天津卫视,http://[2409:8087:74F1:0021::0009]:80/270000001322/69900158041111100000002205/1.m3u8
安徽卫视,http://[2409:8087:74F1:0021::0009]:80/270000001322/69900158041111100000002200/1.m3u8
山东卫视,http://[2409:8087:74F1:0021::0009]:80/270000001322/69900158041111100000002202/1.m3u8
广东卫视,http://[2409:8087:74F1:0021::0009]:80/270000001322/69900158041111100000002203/1.m3u8
江苏卫视,http://[2409:8087:74F1:0021::0009]:80/270000001322/69900158041111100000002137/1.m3u8
河北卫视,http://[2409:8087:74F1:0021::0009]:80/270000001322/69900158041111100000002229/1.m3u8
浙江卫视,http://[2409:8087:74F1:0021::0009]:80/270000001322/69900158041111100000002206/1.m3u8
深圳卫视,http://[2409:8087:74F1:0021::0009]:80/270000001322/69900158041111100000002140/1.m3u8
湖北卫视,http://[2409:8087:74F1:0021::0009]:80/270000001322/69900158041111100000002204/1.m3u8
湖南卫视,http://[2409:8087:74F1:0021::0009]:80/270000001322/69900158041111100000002143/1.m3u8
贵州卫视,http://[2409:8087:74F1:0021::0009]:80/270000001322/69900158041111100000002231/1.m3u8
辽宁卫视,http://[2409:8087:74F1:0021::0009]:80/270000001322/69900158041111100000002201/1.m3u8
龙江卫视,http://[2409:8087:74F1:0021::0009]:80/270000001322/69900158041111100000002142/1.m3u8
纪实人文,http://[2409:8087:74F1:0021::0009]:80/270000001322/69900158041111100000002199/1.m3u8
甘肃卫视,http://[2409:8087:74F1:0021::0009]:80/270000001322/69900158041111100000002160/1.m3u8
甘肃少儿,http://[2409:8087:74F1:0021::0009]:80/270000001322/69900158041111100000002165/1.m3u8
甘肃文化,http://[2409:8087:74F1:0021::0009]:80/270000001322/69900158041111100000002161/1.m3u8
甘肃经济,http://[2409:8087:74F1:0021::0009]:80/270000001322/69900158041111100000002164/1.m3u8
甘肃都市,http://[2409:8087:74F1:0021::0009]:80/270000001322/69900158041111100000002163/1.m3u8
甘肃公共,http://[2409:8087:74F1:0021::0009]:80/270000001111/1110000325/index.m3u8?IASHttpSessionId=OTT
甘肃卫视,http://[2409:8087:74F1:0021::0009]:80/270000001111/1110000322/index.m3u8?IASHttpSessionId=OTT
甘肃少儿,http://[2409:8087:74F1:0021::0009]:80/270000001111/1110000327/index.m3u8?IASHttpSessionId=OTT
甘肃文化,http://[2409:8087:74F1:0021::0009]:80/270000001111/1110000323/index.m3u8?IASHttpSessionId=OTT
甘肃经济,http://[2409:8087:74F1:0021::0009]:80/270000001111/1110000326/index.m3u8?IASHttpSessionId=OTT
甘肃都市,http://[2409:8087:74F1:0021::0009]:80/270000001111/1110000324/index.m3u8?IASHttpSessionId=OTT
兰州文旅,http://[2409:8087:74F1:0021::0009]:80/270000001111/1110000330/index.m3u8?IASHttpSessionId=OTT
兰州新闻,http://[2409:8087:74F1:0021::0009]:80/270000001111/1110000328/index.m3u8?IASHttpSessionId=OTT
钓鱼频道,http://[2409:8087:74F1:0021::0009]:80/270000001111/1110000321/index.m3u8?IASHttpSessionId=OTT

CCTV-1,http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000001/index.m3u8
CCTV-3,http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000003/index.m3u8
CCTV-5,http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000005/index.m3u8
CCTV-6,http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000006/index.m3u8
CCTV-8,http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000008/index.m3u8
CCTV-16,http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000016/index.m3u8
甘肃卫视,http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000023/index.m3u8
河北卫视,http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000057/index.m3u8
吉林卫视,http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000030/index.m3u8
江西卫视,http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000056/index.m3u8
云南卫视,http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000035/index.m3u8
河南卫视,http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000027/index.m3u8
湖北卫视,http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000055/index.m3u8
湖南卫视,http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000054/index.m3u8
广西卫视,http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000034/index.m3u8
海南卫视,http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000037/index.m3u8
四川卫视,http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000025/index.m3u8
贵州卫视,http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000036/index.m3u8
青海卫视,http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000042/index.m3u8
超级综艺,http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000019/index.m3u8
超级体育,http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000020/index.m3u8
超级电影,http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000021/index.m3u8
超级电视剧,http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000022/index.m3u8
风尚购物,http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000076/index.m3u8
环球购物,http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000077/index.m3u8
中视购物,http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000078/index.m3u8
央广购物,http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000079/index.m3u8
好享购物,http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000080/index.m3u8
优购物,http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000082/index.m3u8
快乐购,http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000083/index.m3u8
严选购物,http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000084/index.m3u8
欢乐剧场,http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000091/index.m3u8
东北热剧,http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000092/index.m3u8
黑莓电影,http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000095/index.m3u8
黑莓动画,http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000096/index.m3u8
哒啵赛事,http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000097/index.m3u8
炫舞未来,http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000098/index.m3u8
潮妈辣婆,http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000099/index.m3u8
精品大剧,http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000100/index.m3u8
中国功夫,http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000101/index.m3u8
精品体育,http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000102/index.m3u8
怡伴健康,http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000103/index.m3u8
爱情喜剧,http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000104/index.m3u8
古装剧场,http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000105/index.m3u8
动作电影,http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000106/index.m3u8
军旅剧场,http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000107/index.m3u8
家庭剧场,http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000108/index.m3u8
精品纪录,http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000109/index.m3u8
军事评论,http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000110/index.m3u8
农业致富,http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000111/index.m3u8
金牌综艺,http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000112/index.m3u8
惊悚悬疑,http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000113/index.m3u8
海外剧场,http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000115/index.m3u8
明星大片,http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000116/index.m3u8
哒啵电竞,http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000121/index.m3u8
精品萌宠,http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000122/index.m3u8
家有购物,http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000081/index.m3u8
咪咕全民热练,http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000120/index.m3u8
咪咕奥运1,http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000118/index.m3u8
咪咕奥运2,http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000119/index.m3u8
CCTV-1(HEVC),http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000501/index.m3u8
CCTV-2(HEVC),http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000502/index.m3u8
CCTV-4(HEVC),http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000503/index.m3u8
CCTV-7(HEVC),http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000504/index.m3u8
CCTV-9(HEVC),http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000505/index.m3u8
CCTV-10(HEVC),http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000506/index.m3u8
CCTV-5+(HEVC),http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000507/index.m3u8
CCTV-11(HEVC),http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000508/index.m3u8
CCTV-12(HEVC),http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000509/index.m3u8
CCTV-13(HEVC),http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000510/index.m3u8
CCTV-14(HEVC),http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000511/index.m3u8
CCTV-15(HEVC),http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000512/index.m3u8
CCTV-17(HEVC),http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000513/index.m3u8
安徽卫视(HEVC),http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000514/index.m3u8
北京纪实科教(HEVC),http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000515/index.m3u8
北京卫视(HEVC),http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000516/index.m3u8
重庆卫视(HEVC),http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000517/index.m3u8
东方卫视(HEVC),http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000518/index.m3u8
东南卫视(HEVC),http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000519/index.m3u8
广东卫视(HEVC),http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000520/index.m3u8
黑龙江卫视(HEVC),http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000521/index.m3u8
湖北卫视(HEVC),http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000522/index.m3u8
湖南卫视(HEVC),http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000523/index.m3u8
江苏卫视(HEVC),http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000524/index.m3u8
江西卫视(HEVC),http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000525/index.m3u8
辽宁卫视(HEVC),http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000526/index.m3u8
山东卫视(HEVC),http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000527/index.m3u8
纪实人文(HEVC),http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000528/index.m3u8
深圳卫视(HEVC),http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000529/index.m3u8
天津卫视(HEVC),http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000530/index.m3u8
浙江卫视(HEVC),http://[2409:8087:74F1:0021::0008]:80/270000001128/9900000531/index.m3u8

湖北V6,#genre#
CCTV1(中国IPTV)_4M1080HEVC,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN111128BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUU6FFmRK8Hl0ytyd5e5kWGEwoDIwMxbrlyyVy9x6ZDKnldIYKOjBOUjRyoym5n7Kg0yIYstFTUfqtC14fzxhy5Y
CCTV2_4M1080HEVC,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN5000036BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUSpr1AVNI633ampcuzdN%2BfGVSARKsxkWGZw7vFUuOj2QZHeRzosIxVbl7i2QHFATHA3k5wDWG1qHkZQAleNv%2FbI
CCTV3_2.5M1080HEVC,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638727c125355/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUSPTZ4CK5oLfjaEYe9dogNMUNNEYLCPUtKY62j1Wp5u04wipypKUQ1TTuR2lXvBl5YpHqBJmlA19x22TD9bUOjk
CCTV4_4M1080HEVC,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN5000037BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUSpr1AVNI633ampcuzdN%2BfH0ZQXwaiVktPr6ILPKXqwOUC2ZXft7ZULN6h9qLQPFOTSlVTfophiKaMb8h1kPV74
CCTV5_2.5M1080HEVC,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638727e617ca0/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUSPTZ4CK5oLfjaEYe9dogNMSXw4ajlL%2FoUYC2RZQQDco6uQSifXBocz5ID6RePfIKQ4rFWiHjq%2FeZoDmrzW%2FKlw
CCTV5+(中国IPTV)_2.5M1080HEVC,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN63872908d48f9/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUSBx06ZL9Bo6JOM%2BSTjxZRK254G1jtietGzDaHvFNRtjXOvFnbf%2BTao33JqYlfMYYn2z3agOn9gvNMT9KmBaR9o
CCTV6_2.5M1080HEVC,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638728804b1f9/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUdDh4EPdDnvGlSBkYaxFdazJhFQmuq4XUiks9ZrIlJN%2BknLs8H%2BSxcDXy%2BTesEc8Q0KCN89MjYoj85Sol1kbKI4
CCTV7_4M1080HEVC,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN5000038BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUSpr1AVNI633ampcuzdN%2BfHYKFve4MwNzRa0jPXeHjqnBjPmzSdKDNWNHhnZSaMGCXKmdx8d%2BnYdhVK5ge22ot4
CCTV8_2.5M1080HEVC,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638728970aa82/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUdDh4EPdDnvGlSBkYaxFdaymid9ta2tVUW0%2FdVrFqszC1EVEkAbpip1IYxn%2Ba2aA%2BVAihIiw9D8ejUsDbfU0K68
CCTV9_4M1080HEVC,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN5000039BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUSpr1AVNI633ampcuzdN%2BfHArfvJF2pWpm4RxcBNhZ7j9vEUeCQte%2BbQaOGNIUEEK%2B3RBE1BC9EUsM18gnb%2FyAA
CCTV10_4M1080HEVC,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN3949784BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUXt3TPFwzzdHCkOT9AjSv5OuXozn3alq9%2BUx7ZLG1w9aOfkLjZvYj56D3xkOAtSOIoLsdw8c1%2BCwLDg1aS4esN4
CCTV11_4M1080HEVC,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6000053BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUTWDyIgRkFJBAHMhA2ayG0Qj2xHA4vdPGsjBbxSL3p%2FmAObVTfznR%2Fpc%2B76QYmLRMuL3Lj9iabhv8arW7kJe6%2F4
CCTV12_4M1080HEVC,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN5000040BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUd3JM2PCgDefrKOVZLNt0QMAmpLefguRLiOPXiDRWhxHg8yim2giTBA8RILsb%2B8Y5pkFUyZBE%2FkNJAbwncEegkU
CCTV13_4M1080HEVC,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6000054BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUTWDyIgRkFJBAHMhA2ayG0SuXozn3alq9%2BUx7ZLG1w9awc14iEUxQ5VsTsr5pEBsmF56tXUfsukRUpygmTCKvAI
CCTV14_4M1080HEVC,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN3949788BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUXt3TPFwzzdHCkOT9AjSv5PYKFve4MwNzRa0jPXeHjqnp7khdLaCMP6L4QpTf84Oz6DvCG1%2BJ81QvStkxO%2FoGm8
CCTV15_4M1080HEVC,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6000055BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUTWDyIgRkFJBAHMhA2ayG0Tdo%2FUL80msfbhDYvoWpNl31Dy7jHvMl%2FzVUrNxhL1ek1YEGVDZ7lCg0LtKJY4Ku%2B8
CCTV17_2.5M1080HEVC,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638728afa13b4/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUdDh4EPdDnvGlSBkYaxFdaz%2FyAI9to%2FMBBt%2FivcdSfljJ1%2FqqamWUjAiBAxNssfyBlZUDSXAIMtStS86hRHFuJM
CGTN_2.5M1080HEVC,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN63806f4f64099/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUap6gG4YPDtM5jJ9BeY859LkHVEKIeieCbU4HUV%2BZ9aFwSHAnd8F70VqU6TYif81mMC79YJ%2BEEiYI8DYDTaxhzE
CGTN阿拉伯语_2.5M1080HEVC,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638071d299009/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUaSsNLt4Nk6r4W9qq%2FCDwVDatBZcJQo3xmh5jB8MUTZscqd4uhNXfrNVsIVK4SmtkmgfNyDajGSot7TTk6SWF%2BQ
CGTN俄语_2.5M1080HEVC,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638071d299009/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUaSsNLt4Nk6r4W9qq%2FCDwVBpu%2Bd8oi%2FZBV7QZaH2nvMDC8YfPqSjgvIu0Auay5DY5x%2FNqUGittSlgAuOf2q3Hqw
CGTN法语_2.5M1080HEVC,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN63806fb631afe/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUap6gG4YPDtM5jJ9BeY859Jl30zDhWOxOChfz6zZGXm5AxEG2nM0jV%2Bz98DG%2B3LggHigAvzizwxj%2BnU8zoIJ5eI
CGTN记录_2.5M1080HEVC,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN63a15d0ee63f3/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUSaCqIIft58cZ4PZIJmJQKDE%2BhMJnrkAZeCJCdRJXvlspyKifC5nxyZPvhyagt5zUWfqOxoNjmqM5FCfJztd4V4
CGTN西班牙语_2.5M1080HEVC,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN63806f81c8eb5/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUap6gG4YPDtM5jJ9BeY859LpCL6J7ZtZvSzaGNoejhX%2FbNh%2FUg28dwPszgBZkEAMg2VxNQuvSmdjhzvIIS4yJP4
CHC动作电影_2.5M1080HEVC,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6380763222d00/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUTrwI%2B%2BngB0lPRofcD8hTNSXQZMUEnZPBI3Y%2BI8ABE4PJC%2B6OvlZZw5ubC%2FbrIdxFJJY1CcAGU%2BYDDQV9oJ%2FVqQ
